responseid,site,condition,is_mindfulness,age,gender_label,country_live,country_birth,english_first_language,eng_level,meditation_naive,duration_in_seconds,progress,finished,stai_total,stai1,stai2,stai3,stai4,stai5,stai6,stai7,stai8,stai9,stai10,stai11,stai12,stai13,stai14,stai15,stai16,stai17,stai18,stai19,stai20,sam_valence,sam_arousal,sam_dominance,ipip1,ipip2,ipip3,ipip4,ipip5,ipip6,ipip7,ipip8,ipip9,ipip10,ipip11,ipip12,ipip13,ipip14,ipip15,ipip16,ipip17,ipip18,ipip19,ipip20,ipip_raw_mean
R_zdHeqGe284wMNUJ,glen,body_scan,1,18.0,female,United States,United States,1,3.0,1,2518,100,1,44.0,3.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,8.0,6.0,9.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,4.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0
R_28GMjTIWbxBvoOy,glen,control_book,0,37.0,female,United States,United States,1,3.0,1,1379,100,1,24.0,4.0,4.0,2.0,2.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,9.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,4.0,5.0,3.1
R_2SGZ83aaXmTSYGl,loyo,body_scan,1,18.0,male,United States,United States,1,3.0,1,1383,100,1,40.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0,2.0,4.0,2.0,7.0,4.0,5.0,3.0,3.0,1.0,2.0,3.0,1.0,5.0,4.0,2.0,5.0,4.0,4.0,2.0,4.0,5.0,5.0,5.0,5.0,3.6
R_3KIBvE93W6nkwF3,hous,loving_kindness,1,25.0,female,United States,Serbia,0,3.0,1,1222,100,1,40.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,3.0,6.0,5.0,5.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,5.0,4.0,2.85
R_zdLOwLNb214AUHT,spri,mindful_breathing,1,20.0,male,United States,United States,1,3.0,1,1123,100,1,27.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,8.0,3.0,7.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,4.0,3.0,4.0,5.0,4.0,5.0,5.0,5.0,2.0,4.0,5.0,4.0,3.0
R_qLoB9yVHfkvf0SR,illi,mindful_breathing,1,22.0,male,United States,United States,1,2.0,1,1163,100,1,32.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,3.0,7.0,2.0,6.0,4.0,4.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,2.0,2.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.1
R_22wQneKESQLMpKP,loyo,body_scan,1,21.0,female,United States,United States,1,3.0,1,1161,100,1,32.0,4.0,3.0,1.0,3.0,3.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0,4.0,4.0,7.0,5.0,6.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,5.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,3.1
R_3D89Rn0yLu8Vfd0,loyo,mindful_walking,1,21.0,female,United States,United States,1,3.0,1,1192,100,1,26.0,3.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,4.0,4.0,9.0,3.0,6.0,4.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,1.0,4.0,3.55
R_31QvGrJ5Uknerdc,illi,control_book,0,19.0,male,United States,United States,1,3.0,1,1320,100,1,49.0,2.0,3.0,2.0,2.0,3.0,1.0,3.0,4.0,1.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,5.0,5.0,6.0,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0
R_2ZHtvkZCKGmQX6t,suny,mindful_breathing,1,18.0,female,United States,United States,1,3.0,1,1190,100,1,27.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,8.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,2.0,4.0,5.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.15
R_p4LfUKRI91Z7237,glen,mindful_walking,1,19.0,female,United States,United States,1,3.0,1,1395,100,1,35.0,3.0,3.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,1.0,4.0,3.0,7.0,2.0,6.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,2.6
R_2cw5IGLJn0nODgj,utah,body_scan,1,21.0,male,United States,United States,1,3.0,1,1140,100,1,20.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,3.1
R_svNJRJvisPtFCUN,glen,control_book,0,40.0,prefer_not_say,United States,United States,1,3.0,1,1750,100,1,52.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,5.0,4.0,6.0,3.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,5.0,3.2
R_2TEIgJFQsT8czxe,illi,mindful_walking,1,18.0,self_describe,United States,United States,1,3.0,1,1134,100,1,24.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,3.0,7.0,3.0,8.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,1.0,2.8
R_1giS7INi6aYCGCs,illi,body_scan,1,19.0,female,United States,United States,1,3.0,1,2479,100,1,22.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,4.0,8.0,3.0,8.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,4.0,5.0,3.0,5.0,1.0,1.0,4.0,4.0,2.0,3.0,3.0,3.0,3.1
R_1FhSkvWai1FL7gy,illi,control_book,0,19.0,female,United States,United States,1,3.0,1,1188,100,1,35.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,6.0,3.0,6.0,3.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,5.0,1.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,3.2
R_2Bzdw0cFU13DAdt,jose,loving_kindness,1,19.0,female,United States,United States,0,3.0,1,9993,100,1,48.0,4.0,2.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,2.0,5.0,4.0,9.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,3.25
R_ugGHukgm36Matup,iowa,loving_kindness,1,19.0,female,United State,United States,1,2.0,1,4239,100,1,47.0,3.0,3.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,9.0,6.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,5.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,3.4
R_2y4te61mqjAvp7g,seeb,mindful_breathing,1,52.0,male,Belgium,Austria,0,2.0,1,1237,100,1,27.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,2.0,3.0,4.0,7.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,2.7
R_p6k3xhoahjtZdex,seeb,mindful_walking,1,21.0,male,Germany,Austria,0,2.0,1,1483,100,1,30.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,4.0,3.0,7.0,6.0,7.0,2.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,3.05
R_2wcVmrSW1DOQ27C,spri,loving_kindness,1,18.0,male,United States,United States,1,2.0,1,1204,100,1,35.0,3.0,3.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,3.0,4.0,3.0,2.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,5.0,6.0,5.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,3.0,2.0,5.0,2.0,4.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,3.0
R_1hEDv1wi4vMQZ4X,spri,body_scan,1,18.0,female,United States,United States,1,3.0,1,1292,100,1,33.0,3.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,1.0,2.0,2.0,3.0,3.25
R_25ZNpftKyE9c8Av,suny,mindful_breathing,1,21.0,female,United States,United States,1,3.0,1,1965,100,1,30.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,8.0,2.0,6.0,1.0,3.0,1.0,1.0,3.0,4.0,1.0,4.0,3.0,4.0,1.0,4.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.05
R_82Pb1iBHXsKlm93,spri,control_book,0,18.0,female,United States,China,1,3.0,1,2399,100,1,41.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,2.0,5.0,4.0,3.55
R_eai3mD5QpzFI3L3,suny,mindful_walking,1,20.0,male,United States,United States,1,3.0,1,1375,100,1,26.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,4.0,4.0,9.0,1.0,9.0,3.0,1.0,1.0,3.0,2.0,2.0,2.0,4.0,4.0,3.0,5.0,5.0,4.0,2.0,5.0,5.0,4.0,5.0,3.0,4.0,3.35
R_bC5FCTfpvZWpU4N,wurz,mindful_breathing,1,25.0,female,Germany,Bulgaria,0,2.0,1,1321,100,1,37.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,7.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,3.25
R_1H2HREAfj6RDyIx,flor,loving_kindness,1,33.0,female,United States,United States,1,3.0,1,2000,100,1,20.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,8.0,1.0,5.0,2.0,5.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.05
R_Dk2aWEhk820Xrd7,suny,body_scan,1,18.0,female,United States,United States,1,3.0,1,1178,100,1,39.0,3.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,7.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,4.0,3.0,3.1
R_2zGtCAKRPVKeo3K,loyo,loving_kindness,1,18.0,female,United States,United States,1,3.0,1,1982,100,1,29.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,4.0,7.0,3.0,5.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,5.0,2.0,3.0,5.0,4.0,3.0,4.0,4.0,4.0,3.1
R_808OMQE6OvybjZ7,illi,mindful_walking,1,18.0,female,United States,United States,1,2.0,1,1223,100,1,37.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,7.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.3
R_1HjKmh86ewUF67s,seeb,body_scan,1,20.0,female,Austria,Austria,0,2.0,1,2868,100,1,31.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,7.0,6.0,7.0,2.0,1.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,3.05
R_1FrAPpgcsJcw97s,utah,control_book,0,18.0,female,United States,United States,1,3.0,1,1431,100,1,47.0,4.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,2.0,3.0,2.0,4.0,4.0,1.0,2.0,4.0,8.0,6.0,2.0,1.0,3.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.7
R_1FJHQElhY0tItuM,hous,mindful_breathing,1,20.0,female,United States,United States,0,3.0,1,1293,100,1,33.0,3.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,3.0,7.0,3.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.7
R_0P4wLmjBLLMa6dP,hous,control_book,0,18.0,female,United States,United States,1,3.0,1,1357,100,1,45.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,5.0,4.0,5.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,3.0,2.9
R_3Mu7aZ5SKi624Et,iowa,mindful_breathing,1,19.0,female,United States,United States,1,3.0,1,1232,100,1,30.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,3.0,8.0,6.0,8.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,2.0,5.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,3.0,2.95
R_02IPm8WWt3Mnadb,jose,mindful_walking,1,18.0,female,United States,United States,1,3.0,1,1317,100,1,32.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,2.0,3.0,7.0,2.0,6.0,3.0,3.0,2.0,2.0,3.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,3.2
R_24i0sCX1BWaNWpO,illi,loving_kindness,1,19.0,female,United States,United States,1,3.0,1,3288,100,1,25.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,2.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,3.0,4.0,7.0,4.0,8.0,4.0,4.0,4.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,2.0,4.0,4.0,3.0,2.0,2.0,1.0,5.0,2.0,2.85
R_2OZ8uisoCCxgvmI,suny,control_book,0,18.0,female,United States,United States,1,3.0,1,107293,100,1,36.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,1.0,2.8
R_2rkpixnZOq6iPmo,loyo,loving_kindness,1,18.0,male,United States,United States,1,3.0,1,71121,100,1,48.0,2.0,3.0,3.0,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,3.0,6.0,3.0,3.0,5.0,4.0,4.0,4.0,2.0,4.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,5.0,3.0,2.0,5.0,5.0,2.0,4.0,3.8
R_1jBukrTBNz8S2oP,illi,loving_kindness,1,21.0,male,United States,United States,1,2.0,1,1039,100,1,42.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,6.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,2.0,1.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,2.6
R_2WZHi8vRSdHd1le,indi,mindful_walking,1,19.0,male,United States,United States,1,2.0,1,1247,100,1,41.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,6.0,7.0,8.0,2.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.15
R_2zGSfrGAL1JHHuz,suny,body_scan,1,18.0,female,United States,United States,1,3.0,1,1182,100,1,20.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,9.0,1.0,9.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,2.7
R_1F8ku7M7wsrmO7Z,iowa,mindful_breathing,1,19.0,female,United States,United States,1,3.0,1,1146,100,1,26.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,8.0,2.0,7.0,3.0,2.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,3.55
R_3iEWMgr6a6CcceF,spri,mindful_breathing,1,19.0,female,U.S,U.S,0,2.0,1,1855,100,1,57.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,5.0,7.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.4
R_3oQSQdqwBPZRy0D,kons,mindful_walking,1,31.0,female,Germany,Romania,0,2.0,1,1638,100,1,25.0,4.0,4.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,4.0,1.0,1.0,3.0,4.0,8.0,7.0,7.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,2.8
R_ZyI5MyEoEWspgDn,flor,body_scan,1,24.0,female,United States,United States Of American,1,3.0,1,1340,100,1,24.0,4.0,3.0,2.0,1.0,4.0,1.0,2.0,4.0,1.0,4.0,4.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,4.0,4.0,7.0,3.0,7.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2.95
R_2PsYsHhGYdWhR4g,witt,loving_kindness,1,21.0,female,United States,United States,1,3.0,1,1283,100,1,34.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,7.0,5.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,3.45
R_OBvprrMKzRWXbLb,witt,control_book,0,18.0,female,United States,United States,1,3.0,1,1211,100,1,49.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,3.0,2.0,6.0,4.0,5.0,4.0,2.0,2.0,3.0,4.0,2.0,1.0,4.0,4.0,5.0,3.0,4.0,2.0,3.0,4.0,5.0,3.0,2.0,3.0,4.0,3.2
R_3ndgJ97oKQw7pzy,witt,mindful_walking,1,20.0,male,United States,United States,1,3.0,1,1949,100,1,25.0,3.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,7.0,5.0,7.0,4.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.65
R_22IZEHLc02KdEe8,iowa,body_scan,1,20.0,female,United States,United States,1,3.0,1,1475,100,1,23.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,4.0,8.0,3.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,4.0,4.0,2.0,5.0,5.0,4.0,4.0,3.0
R_4ObAo8OYHhpafux,glen,loving_kindness,1,20.0,female,United States,United States,1,3.0,1,1344,100,1,39.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,5.0,2.0,6.0,3.0,3.0,2.0,2.0,4.0,4.0,1.0,2.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.65
R_1ouri63O1jiqSGE,spri,control_book,0,19.0,female,United States,United States,1,3.0,1,1331,100,1,29.0,4.0,3.0,3.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,3.0,7.0,3.0,5.0,4.0,4.0,3.0,3.0,5.0,4.0,1.0,5.0,4.0,5.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,3.15
R_Y3sUPQVZUJoXqY9,jose,loving_kindness,1,19.0,female,United States,United States,1,3.0,1,1189,100,1,38.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,7.0,2.0,7.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,4.0,3.3
R_25ARTuUryCoOee4,iowa,body_scan,1,20.0,male,United States,United States,1,3.0,1,1430,100,1,32.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,8.0,1.0,7.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,2.65
R_2an3gpTxsnWJ8op,hous,loving_kindness,1,27.0,male,United States,Jamaica,1,3.0,1,134438,100,1,20.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,9.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,5.0,2.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,3.05
R_2ta5zPxh2bnFsY0,indi,control_book,0,18.0,female,United States,United States,1,3.0,1,1656,100,1,53.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,3.0,2.0,6.0,6.0,5.0,3.0,4.0,3.0,4.0,5.0,3.0,1.0,5.0,2.0,5.0,3.0,2.0,1.0,5.0,2.0,2.0,4.0,3.0,2.0,4.0,3.15
R_3HS2lrehvCzMB3w,glen,mindful_breathing,1,30.0,female,United States,United States,0,3.0,1,3035,100,1,38.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,7.0,3.0,6.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,3.1
R_2SuWxQy3UjYJAmx,spri,mindful_walking,1,19.0,male,United States,United States,1,3.0,1,1079,100,1,22.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,4.0,8.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.2
